w01,9.0,0.0,1.0,0.34301172383755124
w02,2.0,531.0,1.0,0.06901747595186165
w03,9.0,0.0,1.0,0.24613291292944744
w04,9.0,0.0,1.0,0.2050344641368836
w05,9.0,0.0,1.0,0.32017918616284474
w06,9.0,0.0,1.0,0.010794602171692627
w07,0.0,5208.0,8.0,2.187347930884575
w08,1.0,591.0,1.0,0.339424134623539
w09,9.0,0.0,1.0,0.2297957697154726
w10,9.0,0.0,1.0,0.31141120511149
w11,1.0,591.0,1.0,0.0797215784381237
w12,9.0,0.0,1.0,0.9658299789896986
w13,1.0,591.0,1.0,0.13379164185702158
w14,9.0,0.0,1.0,0.2525214524325564
w15,1.0,3846.0,6.0,0.0987138395182758
w16,9.0,0.0,1.0,0.2246553458432425
w17,9.0,0.0,1.0,0.031633248356709456
w18,1.0,591.0,1.0,0.15947261335148147
w19,0.0,0.0,0.0,2.4449695067319284
w20,1.0,591.0,1.0,0.3122512360847831
w21,1.0,591.0,1.0,0.3461592652724373
w22,9.0,0.0,1.0,0.2682892524162728
w23,4.0,412.0,1.0,0.20454460526782384
w24,4.0,412.0,1.0,0.20937205014132887
w25,5.0,4258.0,7.0,0.07198431935378534
w26,2.0,1833.0,3.0,0.07601477140392869
w27,1.0,591.0,1.0,0.11815480705736894
w28,1.0,1893.0,3.0,0.07196453903994568
w29,9.0,0.0,1.0,0.09470660501531554
w30,9.0,0.0,1.0,0.01924836257242565
w31,9.0,0.0,1.0,0.33451745948149697
w32,1.0,591.0,1.0,0.16990194132253067
w33,9.0,0.0,1.0,0.011201411077505205
w34,1.0,591.0,1.0,0.22928459240012414
w35,9.0,0.0,1.0,0.007939116811973306
w36,9.0,0.0,1.0,0.010885115630401043
w37,1.0,591.0,1.0,0.25971595251051915
w38,1.0,1242.0,2.0,0.10176471335829493
w39,9.0,0.0,1.0,0.008810487102514223
w40,9.0,0.0,1.0,0.005999328123182482
w41,5.0,352.0,1.0,0.017865888377714904
w42,1.0,591.0,1.0,0.15199710624118073
w43,9.0,0.0,1.0,0.19794666043784456
w44,7.0,1524.0,3.0,0.09627290390709288
w45,9.0,0.0,1.0,0.0008437950264840097
w46,9.0,0.0,1.0,0.12200760314841455
w47,9.0,0.0,1.0,0.0008036082153482108
w48,1.0,591.0,1.0,0.3051054237381225
w49,1.0,591.0,1.0,0.19329184129755736
w50,1.0,591.0,1.0,0.20043235032221987
w51,3.0,471.0,1.0,0.04533685127027732
w52,2.0,531.0,1.0,0.06638654386736599
w53,1.0,591.0,1.0,0.3014180508066277
w54,9.0,0.0,1.0,0.2705074506801751
w55,9.0,0.0,1.0,0.22243719980228455
w56,9.0,0.0,1.0,0.028423023126576605
w57,9.0,0.0,1.0,0.02416795906287103
w58,3.0,1122.0,2.0,0.06914962889138065
w59,3.0,471.0,1.0,0.0581291352034103
w60,1.0,1242.0,2.0,0.08541541303170241
w61,2.0,1833.0,3.0,0.07768564465997682
w62,1.0,591.0,1.0,0.24527998029448644
w63,1.0,591.0,1.0,0.1736307646234938
w64,9.0,0.0,1.0,0.32453433425672473
w65,9.0,0.0,1.0,0.3464450833384824
w66,9.0,0.0,1.0,0.0014453650566572259
w67,9.0,0.0,1.0,0.029459682527135538
w68,9.0,0.0,1.0,0.02024668727232712
w69,1.0,591.0,1.0,0.09007266346605836
w70,9.0,0.0,1.0,0.02038711650125644
w71,9.0,0.0,1.0,0.0737006816455282
w72,9.0,0.0,1.0,0.028943383867038163
w73,9.0,0.0,1.0,0.06779485717298027
w74,9.0,0.0,1.0,0.011263994941277595
w75,9.0,0.0,1.0,0.019828986713294642
w76,9.0,0.0,1.0,0.02046354480401553
w77,1.0,591.0,1.0,0.08915956322854872
w78,1.0,591.0,1.0,0.07929553692300975
w79,9.0,0.0,1.0,0.0230231099538598
w80,6.0,257.0,1.0,0.06629792184159411
w81,0.0,1903.0,3.0,0.2276816144065485
w82,9.0,0.0,1.0,0.002739876636050704
w83,2.0,1833.0,3.0,0.14296397393069135
w84,9.0,0.0,1.0,0.03576480867438005
w85,2.0,531.0,1.0,0.3410123307311269
w86,9.0,0.0,1.0,0.18072305506301034
w87,9.0,0.0,1.0,0.08552210970535272
w88,9.0,0.0,1.0,0.017908295650394396
w89,1.0,591.0,1.0,0.06861728526370943
w90,1.0,591.0,1.0,0.09260446753243334
w91,9.0,0.0,1.0,0.10021037199091162
w92,2.0,531.0,1.0,0.3447787566956252
w93,5.0,2305.0,4.0,0.10879881053390923
w94,1.0,1242.0,2.0,0.1547403536038455
w95,9.0,0.0,1.0,0.03596617018759035
w96,9.0,0.0,1.0,0.033686556912216704
w97,9.0,0.0,1.0,0.047455703904711724
w98,9.0,0.0,1.0,0.04715489492914366
w99,3.0,1731.0,3.0,0.10782614105131624
w100,9.0,0.0,1.0,0.39917490912168135
w101,9.0,0.0,1.0,0.3993256589949077
w102,9.0,0.0,1.0,0.4721458246193495
w103,2.0,531.0,1.0,1.1524860630408305
w104,1.0,591.0,1.0,0.2850005201617978
w105,1051.0,371.0,97.0,0.07739685115091771
w106,9.0,0.0,1.0,0.04371318576302501
Overall,0,419,240.0,0.1967779667196812,0.08691026863452586
