w47,9.0,0.0,1.0,3.5041905837157015,1629,52428
w45,9.0,0.0,1.0,3.5008518049262713,1620,52428
w40,9.0,0.0,1.0,3.4761173431714836,1611,52428
w39,9.0,0.0,1.0,3.44186431004322,1602,52428
w30,9.0,0.0,1.0,3.439564660883679,1593,52428
w36,9.0,0.0,1.0,3.4333945724101773,1584,52428
w33,9.0,0.0,1.0,3.432731268423417,1575,52428
w98,9.0,0.0,1.0,3.4191546432848767,1566,52428
w97,9.0,0.0,1.0,3.419047874620638,1557,52428
w35,9.0,0.0,1.0,3.389514271076431,1548,52428
w96,9.0,0.0,1.0,3.3580818499071605,1539,52428
w41,9.0,0.0,1.0,3.3199956505453305,1530,52428
w84,9.0,0.0,1.0,3.2391195753502373,1521,52428
w68,9.0,0.0,1.0,3.237462178640969,1512,52428
w57,9.0,0.0,1.0,3.234988586521952,1503,52428
w76,9.0,0.0,1.0,3.1765556759987836,1494,52428
w17,9.0,0.0,1.0,3.166487153185348,1485,52428
w70,9.0,0.0,1.0,3.1529169452174166,1476,52428
w56,9.0,0.0,1.0,3.1518161158496465,1467,52428
w100,9.0,0.0,1.0,3.0899839006186753,1458,52428
w101,9.0,0.0,1.0,3.0899183310301654,1449,52428
w75,9.0,0.0,1.0,3.0888708374269642,1440,52428
w102,9.0,0.0,1.0,2.963823407480495,1431,52428
w74,9.0,0.0,1.0,2.9099584853664515,1422,52428
w46,9.0,0.0,1.0,2.783510573570149,1413,52428
w106,9.0,0.0,1.0,2.7682249422299376,1404,52428
w67,9.0,0.0,1.0,2.515704436813104,1395,52428
w89,9.0,0.0,1.0,2.4660322710990124,1386,52428
w72,9.0,0.0,1.0,2.4470676285346324,1377,52428
w28,9.0,0.0,1.0,2.37779059650126,1368,52428
w87,9.0,0.0,1.0,2.3557965997616765,1359,52428
w88,9.0,0.0,1.0,2.309950041106593,1350,52428
w86,9.0,0.0,1.0,2.2941225769319127,1341,52428
w79,9.0,0.0,1.0,2.2850485148409008,1332,52428
w59,9.0,0.0,1.0,2.194246634996934,1323,52428
w52,9.0,0.0,1.0,2.1717164870572927,1314,52428
w95,9.0,0.0,1.0,2.165767940874204,1305,52428
w43,9.0,0.0,1.0,2.1504042232752507,1296,52428
w38,9.0,0.0,1.0,2.1482482613654237,1287,52428
w12,9.0,0.0,1.0,2.1454179766515895,1278,52428
w26,9.0,0.0,1.0,2.1393433181284154,1269,52428
w58,9.0,0.0,1.0,2.0897640581097305,1260,52428
w78,9.0,0.0,1.0,2.0803189916389435,1251,52428
w71,9.0,0.0,1.0,2.0483456424198434,1242,52428
w82,9.0,0.0,1.0,2.0094889650552314,1233,52428
w103,9.0,0.0,1.0,1.9507203106790707,1224,52428
w73,9.0,0.0,1.0,1.9487965773683007,1215,52428
w13,9.0,0.0,1.0,1.9455325248591433,1206,52428
w23,9.0,0.0,1.0,1.8858085604741839,1197,52428
