w47,2.0,13.0,1.0,5.498522812987929,1636,1625
w45,0.0,16.0,1.0,5.497909279237492,1636,1609
w40,2.0,13.0,1.0,5.491874086538099,1634,1596
w30,0.0,16.0,1.0,5.485008744933315,1634,1580
w39,2.0,13.0,1.0,5.482875001676347,1632,1567
w36,9.0,0.0,1.0,5.480976593643936,1623,1567
w33,9.0,0.0,1.0,5.4808899301530625,1614,1567
w35,0.0,16.0,1.0,5.478446691499993,1614,1551
w98,0.0,16.0,1.0,5.477298955551311,1614,1535
w97,0.0,16.0,1.0,5.477089914044897,1614,1519
w96,0.0,16.0,1.0,5.465790318655653,1614,1503
w68,0.0,16.0,1.0,5.464180928393676,1614,1487
w41,9.0,0.0,1.0,5.452197914002481,1605,1487
w76,0.0,16.0,1.0,5.437396470601873,1605,1471
w84,0.0,16.0,1.0,5.427976633290179,1605,1455
w57,0.0,16.0,1.0,5.42338580397237,1605,1439
w75,0.0,16.0,1.0,5.422236833333106,1605,1423
w70,0.0,16.0,1.0,5.419134375717995,1605,1407
w17,0.0,16.0,1.0,5.416302712281144,1605,1391
w74,0.0,16.0,1.0,5.404620485671387,1605,1375
w56,0.0,16.0,1.0,5.400960837160872,1605,1359
w06,0.0,16.0,1.0,5.400858960339343,1605,1343
w106,0.0,16.0,1.0,5.40028312890503,1605,1327
w100,0.0,16.0,1.0,5.395337016152873,1605,1311
w101,0.0,16.0,1.0,5.3952781947304755,1605,1295
w72,0.0,16.0,1.0,5.357406886715285,1605,1279
w79,0.0,16.0,1.0,5.342676815719328,1605,1263
w67,0.0,16.0,1.0,5.341530134846219,1605,1247
w88,0.0,16.0,1.0,5.338109039440517,1605,1231
w87,0.0,16.0,1.0,5.3368126934607085,1605,1215
w89,0.0,16.0,1.0,5.332125114729717,1605,1199
w51,0.0,16.0,1.0,5.325723783013636,1605,1183
w46,0.0,16.0,1.0,5.324820519851968,1605,1167
w95,0.0,16.0,1.0,5.250955967031427,1605,1151
w58,0.0,16.0,1.0,5.247026462158947,1605,1135
w78,0.0,16.0,1.0,5.236771913128025,1605,1119
w28,0.0,16.0,1.0,5.219450638979577,1605,1103
w86,0.0,16.0,1.0,5.1964233907875075,1605,1087
w59,0.0,16.0,1.0,5.180187338713267,1605,1071
w38,0.0,16.0,1.0,5.177686852828703,1605,1055
w102,0.0,16.0,1.0,5.149933851807811,1605,1039
w43,0.0,16.0,1.0,5.13951956557208,1605,1023
w26,0.0,16.0,1.0,5.13654592743172,1605,1007
w82,0.0,16.0,1.0,5.1329042800238724,1605,991
w52,0.0,16.0,1.0,5.125900524079317,1605,975
w80,0.0,16.0,1.0,5.124985895868158,1605,959
w77,0.0,16.0,1.0,5.111852562190929,1605,943
w04,0.0,16.0,1.0,5.1095428765153885,1605,927
w49,0.0,16.0,1.0,5.093142824885866,1605,911
w29,0.0,16.0,1.0,5.089287664775478,1605,895
w23,0.0,16.0,1.0,5.088259496178752,1605,879
w71,0.0,16.0,1.0,5.088214214343045,1605,863
w24,0.0,16.0,1.0,5.077570318612001,1605,847
w73,0.0,16.0,1.0,5.07467598112086,1605,831
w55,0.0,16.0,1.0,5.062571822986224,1605,815
w11,0.0,16.0,1.0,5.059962743629259,1605,799
w66,0.0,16.0,1.0,5.056595499778101,1605,783
w09,0.0,16.0,1.0,5.05633671168025,1605,767
w13,0.0,16.0,1.0,5.052871272704621,1605,751
w32,0.0,16.0,1.0,5.0521516839419665,1605,735
w42,0.0,16.0,1.0,5.051795344705158,1605,719
w83,0.0,16.0,1.0,5.040851700898852,1605,703
w91,0.0,16.0,1.0,5.036251327287272,1605,687
w61,0.0,16.0,1.0,5.033779793747795,1605,671
w03,0.0,16.0,1.0,5.031927906312609,1605,655
w27,0.0,16.0,1.0,5.028670657614886,1605,639
