w47,9.0,0.0,1.0,5.498774433834171,1629,52428
w45,9.0,0.0,1.0,5.498688983706013,1620,52428
w66,9.0,0.0,1.0,5.497138077842326,1611,52428
w82,9.0,0.0,1.0,5.494501874544991,1602,52428
w40,9.0,0.0,1.0,5.489893938264534,1593,52428
w35,9.0,0.0,1.0,5.485882864458909,1584,52428
w39,9.0,0.0,1.0,5.482881103383805,1575,52428
w36,9.0,0.0,1.0,5.48065327987124,1566,52428
w33,9.0,0.0,1.0,5.480396222786922,1557,52428
w74,9.0,0.0,1.0,5.47849064471198,1548,52428
w06,9.0,0.0,1.0,5.47820256320454,1539,52428
w79,9.0,0.0,1.0,5.475864259068172,1530,52428
w30,9.0,0.0,1.0,5.472824389263909,1521,52428
w68,9.0,0.0,1.0,5.468936055976297,1512,52428
w88,9.0,0.0,1.0,5.467177734997885,1503,52428
w76,9.0,0.0,1.0,5.467102463190023,1494,52428
w75,9.0,0.0,1.0,5.463095118529737,1485,52428
w70,9.0,0.0,1.0,5.462145486439806,1476,52428
w57,9.0,0.0,1.0,5.4564664736315445,1467,52428
w96,9.0,0.0,1.0,5.449589189377486,1458,52428
w56,9.0,0.0,1.0,5.448666969882716,1449,52428
w41,9.0,0.0,1.0,5.448172333480048,1440,52428
w72,9.0,0.0,1.0,5.44487577410969,1431,52428
w67,9.0,0.0,1.0,5.442528915699692,1422,52428
w98,9.0,0.0,1.0,5.4404552204016134,1413,52428
w97,9.0,0.0,1.0,5.44003517431914,1404,52428
w17,9.0,0.0,1.0,5.438788660899037,1395,52428
w84,9.0,0.0,1.0,5.4295417870297795,1386,52428
w95,9.0,0.0,1.0,5.429452846110468,1377,52428
w106,9.0,0.0,1.0,5.411385336554041,1368,52428
w02,2.0,531.0,1.0,5.379532461659467,1366,51897
w73,9.0,0.0,1.0,5.363808852483405,1357,51897
w52,9.0,0.0,1.0,5.360746846722441,1348,51897
w80,9.0,0.0,1.0,5.358419788707149,1339,51897
w71,9.0,0.0,1.0,5.351530645004653,1330,51897
w87,9.0,0.0,1.0,5.345961623727825,1321,51897
w89,9.0,0.0,1.0,5.339993517254557,1312,51897
w59,9.0,0.0,1.0,5.325778155304035,1303,51897
w78,9.0,0.0,1.0,5.323493198881961,1294,51897
w51,9.0,0.0,1.0,5.315528420950611,1285,51897
w29,9.0,0.0,1.0,5.309051193914461,1276,51897
w91,9.0,0.0,1.0,5.296977418268114,1267,51897
w46,9.0,0.0,1.0,5.281523612765535,1258,51897
w69,9.0,0.0,1.0,5.27350832616881,1249,51897
w58,9.0,0.0,1.0,5.265949249038198,1240,51897
